Value,Sentiment
estivera armado em carapau de corrida,-1
estivera as aranhas,-1
estivera as cegas,-1
estivera as turras com,-1
estivera bem,1
estivera com a cabeca na lua,-1
estivera com a corda ao pescoco,-1
estivera com a corda na garganta,-1
estivera com a corda no pescoco,-1
estivera com a lagrima no canto do olho,-1
estivera com cara de caso,-1
estivera com dor de corno,-1
estivera com dor de cotovelo,-1
estivera com macacos na cabeca,-1
estivera com macacos no sotao,-1
estivera com macaquinhos na cabeca,-1
estivera com macaquinhos no sotao,-1
estivera com o coracao nas maos,-1
estivera com os azeites,-1
estivera com os pes para a cova,-1
estivera com um aperto no coracao,-1
estivera de cabeca quente,-1
estivera de maos a abanar,-1
estivera de maos atadas,-1
estivera de maos e pes atados,-1
estivera de molho,-1
estivera de olhos vendados,-1
estivera de pes atados,-1
estivera de saude,1
estivera de tanga,-1
estivera de trombas,-1
estivera em baixo,-1
estivera em baixo de forma,-1
estivera em grande,1
estivera em grande forma,1
estivera em pedacos,-1
estivera em pele e osso,-1
estivera enterrado ate as orelhas,-1
estivera feito ao bife,-1
estivera feito barata tonta,-1
estivera feito com,-1
estivera fora de si,-1
estivera na lua,-1
estivera na retranca,-1
estivera nas maos de,-1
estivera nas sete quintas,1
estivera no bom caminho,1
estivera num beco sem saida,-1
estivera pelos cabelos,-1
estivera por um fio,-1
estivera sempre a bater na mesma tecla,-1
estivera-se nas tintas,-1
estiveram a altura,1
estiveram a altura de,1
estiveram a anos luz de,-1
estiveram a beira do precipicio,-1
estiveram a deriva,-1
estiveram a dormir,-1
estiveram a dormir a sombra da bananeira,-1
estiveram a falar para as paredes,-1
estiveram a falar sozinho,-1
estiveram a jeito,-1
estiveram a nora,-1
estiveram a pensar na morte da bezerra,-1
estiveram a rasca,-1
estiveram a rasquinha,-1
estiveram a secar,-1
estiveram a sombra da bananeira,-1
estiveram ai para as curvas,1
estiveram ao deus dara,-1
estiveram armados em carapau de corrida,-1
estiveram as aranhas,-1
estiveram as cegas,-1
estiveram as turras com,-1
estiveram bem,1
estiveram com a cabeca na lua,-1
estiveram com a corda ao pescoco,-1
estiveram com a corda na garganta,-1
estiveram com a corda no pescoco,-1
estiveram com a lagrima no canto do olho,-1
estiveram com cara de caso,-1
estiveram com dor de corno,-1
estiveram com dor de cotovelo,-1
estiveram com macacos na cabeca,-1
estiveram com macacos no sotao,-1
estiveram com macaquinhos na cabeca,-1
estiveram com macaquinhos no sotao,-1
estiveram com o coracao nas maos,-1
estiveram com os azeites,-1
estiveram com os pes para a cova,-1
estiveram com um aperto no coracao,-1
estiveram de cabeca quente,-1
estiveram de maos a abanar,-1
estiveram de maos atadas,-1
estiveram de maos e pes atados,-1
estiveram de molho,-1
estiveram de olhos vendados,-1
estiveram de pes atados,-1
estiveram de saude,1
estiveram de tanga,-1
estiveram de trombas,-1
estiveram em baixo,-1
estiveram em baixo de forma,-1
estiveram em grande,1
estiveram em grande forma,1
estiveram em pedacos,-1
estiveram em pele e osso,-1
estiveram enterrados ate as orelhas,-1
estiveram feitos ao bife,-1
estiveram feitos baratas tontas,-1
estiveram feitos com,-1
estiveram fora de si,-1
estiveram na lua,-1
estiveram na retranca,-1
estiveram nas maos de,-1
estiveram nas sete quintas,1
estiveram no bom caminho,1
estiveram num beco sem saida,-1
estiveram pelos cabelos,-1
estiveram por um fio,-1
estiveram sempre a bater na mesma tecla,-1
estiveram-se nas tintas,-1
estiveramo-nos nas tintas,-1
estiveramos a altura,1
estiveramos a altura de,1
estiveramos a anos luz de,-1
estiveramos a beira do precipicio,-1
estiveramos a deriva,-1
estiveramos a dormir,-1
estiveramos a dormir a sombra da bananeira,-1
estiveramos a falar para as paredes,-1
estiveramos a falar sozinho,-1
estiveramos a jeito,-1
estiveramos a nora,-1
estiveramos a pensar na morte da bezerra,-1
estiveramos a rasca,-1
estiveramos a rasquinha,-1
estiveramos a secar,-1
estiveramos a sombra da bananeira,-1
estiveramos ai para as curvas,1
estiveramos ao deus dara,-1
estiveramos armados em carapau de corrida,-1
estiveramos as aranhas,-1
estiveramos as cegas,-1
estiveramos as turras com,-1
estiveramos bem,1
estiveramos com a cabeca na lua,-1
estiveramos com a corda ao pescoco,-1
estiveramos com a corda na garganta,-1
estiveramos com a corda no pescoco,-1
estiveramos com a lagrima no canto do olho,-1
estiveramos com cara de caso,-1
estiveramos com dor de corno,-1
estiveramos com dor de cotovelo,-1
estiveramos com macacos na cabeca,-1
estiveramos com macacos no sotao,-1
estiveramos com macaquinhos na cabeca,-1
estiveramos com macaquinhos no sotao,-1
estiveramos com o coracao nas maos,-1
estiveramos com os azeites,-1
estiveramos com os pes para a cova,-1
estiveramos com um aperto no coracao,-1
estiveramos de cabeca quente,-1
estiveramos de maos a abanar,-1
estiveramos de maos atadas,-1
estiveramos de maos e pes atados,-1
estiveramos de molho,-1
estiveramos de olhos vendados,-1
estiveramos de pes atados,-1
estiveramos de saude,1
estiveramos de tanga,-1
estiveramos de trombas,-1
estiveramos em baixo,-1
estiveramos em baixo de forma,-1
estiveramos em grande,1
estiveramos em grande forma,1
estiveramos em pedacos,-1
estiveramos em pele e osso,-1
estiveramos enterrados ate as orelhas,-1
estiveramos feitos ao bife,-1
estiveramos feitos baratas tontas,-1
estiveramos feitos com,-1
estiveramos fora de nos,-1
estiveramos na lua,-1
estiveramos na retranca,-1
estiveramos nas maos de,-1
estiveramos nas sete quintas,1
estiveramos nas tintas,-1
estiveramos no bom caminho,1
estiveramos num beco sem saida,-1
estiveramos pelos cabelos,-1
estiveramos por um fio,-1
estiveramos sempre a bater na mesma tecla,-1
estiveras a altura,1
estiveras a altura de,1
estiveras a anos luz de,-1
estiveras a beira do precipicio,-1
estiveras a deriva,-1
estiveras a dormir,-1
estiveras a dormir a sombra da bananeira,-1
estiveras a falar para as paredes,-1
estiveras a falar sozinho,-1
estiveras a jeito,-1
estiveras a nora,-1
estiveras a pensar na morte da bezerra,-1
estiveras a rasca,-1
estiveras a rasquinha,-1
estiveras a secar,-1
estiveras a sombra da bananeira,-1
estiveras ai para as curvas,1
estiveras ao deus dara,-1
estiveras armado em carapau de corrida,-1
estiveras as aranhas,-1
estiveras as cegas,-1
estiveras as turras com,-1
estiveras bem,1
estiveras com a cabeca na lua,-1
estiveras com a corda ao pescoco,-1
estiveras com a corda na garganta,-1
estiveras com a corda no pescoco,-1
estiveras com a lagrima no canto do olho,-1
estiveras com cara de caso,-1
estiveras com dor de corno,-1
estiveras com dor de cotovelo,-1
estiveras com macacos na cabeca,-1
estiveras com macacos no sotao,-1
estiveras com macaquinhos na cabeca,-1
estiveras com macaquinhos no sotao,-1
estiveras com o coracao nas maos,-1
estiveras com os azeites,-1
estiveras com os pes para a cova,-1
estiveras com um aperto no coracao,-1
estiveras de cabeca quente,-1
estiveras de maos a abanar,-1
estiveras de maos atadas,-1
estiveras de maos e pes atados,-1
estiveras de molho,-1
estiveras de olhos vendados,-1
estiveras de pes atados,-1
estiveras de saude,1
estiveras de tanga,-1
estiveras de trombas,-1
estiveras em baixo,-1
estiveras em baixo de forma,-1
estiveras em grande,1
estiveras em grande forma,1
estiveras em pedacos,-1
estiveras em pele e osso,-1
estiveras enterrado ate as orelhas,-1
estiveras feito ao bife,-1
estiveras feito barata tonta,-1
estiveras feito com,-1
estiveras fora de ti,-1
estiveras na lua,-1
estiveras na retranca,-1
estiveras nas maos de,-1
estiveras nas sete quintas,1
estiveras no bom caminho,1
estiveras num beco sem saida,-1
estiveras pelos cabelos,-1
estiveras por um fio,-1
estiveras sempre a bater na mesma tecla,-1
estiveras-te nas tintas,-1
estiverdes a altura,1
estiverdes a altura de,1
estiverdes a anos luz de,-1
estiverdes a beira do precipicio,-1
estiverdes a deriva,-1
estiverdes a dormir,-1
estiverdes a dormir a sombra da bananeira,-1
estiverdes a falar para as paredes,-1
estiverdes a falar sozinho,-1
estiverdes a jeito,-1
estiverdes a nora,-1
estiverdes a pensar na morte da bezerra,-1
estiverdes a rasca,-1
estiverdes a rasquinha,-1
estiverdes a secar,-1
estiverdes a sombra da bananeira,-1
estiverdes ai para as curvas,1
estiverdes ao deus dara,-1
estiverdes armados em carapau de corrida,-1
estiverdes as aranhas,-1
estiverdes as cegas,-1
estiverdes as turras com,-1
estiverdes bem,1
estiverdes com a cabeca na lua,-1
estiverdes com a corda ao pescoco,-1
estiverdes com a corda na garganta,-1
estiverdes com a corda no pescoco,-1
estiverdes com a lagrima no canto do olho,-1
estiverdes com cara de caso,-1
estiverdes com dor de corno,-1
estiverdes com dor de cotovelo,-1
estiverdes com macacos na cabeca,-1
estiverdes com macacos no sotao,-1
estiverdes com macaquinhos na cabeca,-1
estiverdes com macaquinhos no sotao,-1
estiverdes com o coracao nas maos,-1
estiverdes com os azeites,-1
estiverdes com os pes para a cova,-1
estiverdes com um aperto no coracao,-1
estiverdes de cabeca quente,-1
estiverdes de maos a abanar,-1
estiverdes de maos atadas,-1
estiverdes de maos e pes atados,-1
estiverdes de molho,-1
estiverdes de olhos vendados,-1
estiverdes de pes atados,-1
estiverdes de saude,1
estiverdes de tanga,-1
estiverdes de trombas,-1
estiverdes em baixo,-1
estiverdes em baixo de forma,-1
estiverdes em grande,1
estiverdes em grande forma,1
estiverdes em pedacos,-1
estiverdes em pele e osso,-1
estiverdes enterrados ate as orelhas,-1
estiverdes feitos ao bife,-1
estiverdes feitos baratas tontas,-1
estiverdes feitos com,-1
estiverdes fora de vos,-1
estiverdes na lua,-1
estiverdes na retranca,-1
estiverdes nas maos de,-1
estiverdes nas sete quintas,1
estiverdes nas tintas,-1
estiverdes no bom caminho,1
estiverdes num beco sem saida,-1
estiverdes pelos cabelos,-1
estiverdes por um fio,-1
estiverdes sempre a bater na mesma tecla,-1
estivereis a altura,1
estivereis a altura de,1
estivereis a anos luz de,-1
estivereis a beira do precipicio,-1
estivereis a deriva,-1
estivereis a dormir,-1
estivereis a dormir a sombra da bananeira,-1
estivereis a falar para as paredes,-1
estivereis a falar sozinho,-1
estivereis a jeito,-1
estivereis a nora,-1
estivereis a pensar na morte da bezerra,-1
estivereis a rasca,-1
estivereis a rasquinha,-1
estivereis a secar,-1
estivereis a sombra da bananeira,-1
estivereis ai para as curvas,1
estivereis ao deus dara,-1
estivereis armados em carapau de corrida,-1
estivereis as aranhas,-1
estivereis as cegas,-1
estivereis as turras com,-1
estivereis bem,1
estivereis com a cabeca na lua,-1
estivereis com a corda ao pescoco,-1
estivereis com a corda na garganta,-1
estivereis com a corda no pescoco,-1
estivereis com a lagrima no canto do olho,-1
estivereis com cara de caso,-1
estivereis com dor de corno,-1
estivereis com dor de cotovelo,-1
estivereis com macacos na cabeca,-1
estivereis com macacos no sotao,-1
estivereis com macaquinhos na cabeca,-1
estivereis com macaquinhos no sotao,-1
estivereis com o coracao nas maos,-1
estivereis com os azeites,-1
estivereis com os pes para a cova,-1
estivereis com um aperto no coracao,-1
estivereis de cabeca quente,-1
estivereis de maos a abanar,-1
estivereis de maos atadas,-1
estivereis de maos e pes atados,-1
estivereis de molho,-1
estivereis de olhos vendados,-1
estivereis de pes atados,-1
estivereis de saude,1
estivereis de tanga,-1
estivereis de trombas,-1
estivereis em baixo,-1
estivereis em baixo de forma,-1
estivereis em grande,1
estivereis em grande forma,1
estivereis em pedacos,-1
estivereis em pele e osso,-1
estivereis enterrados ate as orelhas,-1
estivereis feitos ao bife,-1
estivereis feitos baratas tontas,-1
estivereis feitos com,-1
estivereis fora de vos,-1
estivereis na lua,-1
estivereis na retranca,-1
estivereis nas maos de,-1
estivereis nas sete quintas,1
estivereis nas tintas,-1
estivereis no bom caminho,1
estivereis num beco sem saida,-1
estivereis pelos cabelos,-1
estivereis por um fio,-1
estivereis sempre a bater na mesma tecla,-1
estiverem a altura,1
estiverem a altura de,1
estiverem a anos luz de,-1
estiverem a beira do precipicio,-1
estiverem a deriva,-1
estiverem a dormir,-1
estiverem a dormir a sombra da bananeira,-1
estiverem a falar para as paredes,-1
estiverem a falar sozinho,-1
estiverem a jeito,-1
estiverem a nora,-1
estiverem a pensar na morte da bezerra,-1
estiverem a rasca,-1
estiverem a rasquinha,-1
estiverem a secar,-1
estiverem a sombra da bananeira,-1
estiverem ai para as curvas,1
estiverem ao deus dara,-1
estiverem armados em carapau de corrida,-1
estiverem as aranhas,-1
estiverem as cegas,-1
estiverem as turras com,-1
estiverem bem,1
estiverem com a cabeca na lua,-1
estiverem com a corda ao pescoco,-1
estiverem com a corda na garganta,-1
estiverem com a corda no pescoco,-1
estiverem com a lagrima no canto do olho,-1
estiverem com cara de caso,-1
estiverem com dor de corno,-1
estiverem com dor de cotovelo,-1
estiverem com macacos na cabeca,-1
estiverem com macacos no sotao,-1
estiverem com macaquinhos na cabeca,-1
estiverem com macaquinhos no sotao,-1
estiverem com o coracao nas maos,-1
estiverem com os azeites,-1
estiverem com os pes para a cova,-1
estiverem com um aperto no coracao,-1
estiverem de cabeca quente,-1
estiverem de maos a abanar,-1
estiverem de maos atadas,-1
estiverem de maos e pes atados,-1
estiverem de molho,-1
estiverem de olhos vendados,-1
estiverem de pes atados,-1
estiverem de saude,1
estiverem de tanga,-1
estiverem de trombas,-1
estiverem em baixo,-1
estiverem em baixo de forma,-1
estiverem em grande,1
estiverem em grande forma,1
estiverem em pedacos,-1
estiverem em pele e osso,-1
estiverem enterrados ate as orelhas,-1
estiverem feitos ao bife,-1
estiverem feitos baratas tontas,-1
estiverem feitos com,-1
estiverem fora de si,-1
estiverem na lua,-1
estiverem na retranca,-1
estiverem nas maos de,-1
estiverem nas sete quintas,1
estiverem no bom caminho,1
estiverem num beco sem saida,-1
estiverem pelos cabelos,-1
estiverem por um fio,-1
estiverem sempre a bater na mesma tecla,-1
estiverem-se nas tintas,-1
estiveres a altura,1
estiveres a altura de,1
estiveres a anos luz de,-1
estiveres a beira do precipicio,-1
estiveres a deriva,-1
estiveres a dormir,-1
estiveres a dormir a sombra da bananeira,-1
estiveres a falar para as paredes,-1
estiveres a falar sozinho,-1
estiveres a jeito,-1
estiveres a nora,-1
estiveres a pensar na morte da bezerra,-1
estiveres a rasca,-1
estiveres a rasquinha,-1
estiveres a secar,-1
estiveres a sombra da bananeira,-1
estiveres ai para as curvas,1
estiveres ao deus dara,-1
estiveres armado em carapau de corrida,-1
estiveres as aranhas,-1
estiveres as cegas,-1
estiveres as turras com,-1
estiveres bem,1
estiveres com a cabeca na lua,-1
estiveres com a corda ao pescoco,-1
estiveres com a corda na garganta,-1
estiveres com a corda no pescoco,-1
estiveres com a lagrima no canto do olho,-1
estiveres com cara de caso,-1
estiveres com dor de corno,-1
estiveres com dor de cotovelo,-1
estiveres com macacos na cabeca,-1
estiveres com macacos no sotao,-1
estiveres com macaquinhos na cabeca,-1
estiveres com macaquinhos no sotao,-1
estiveres com o coracao nas maos,-1
estiveres com os azeites,-1
estiveres com os pes para a cova,-1
estiveres com um aperto no coracao,-1
estiveres de cabeca quente,-1
estiveres de maos a abanar,-1
estiveres de maos atadas,-1
estiveres de maos e pes atados,-1
estiveres de molho,-1
estiveres de olhos vendados,-1
estiveres de pes atados,-1
estiveres de saude,1
estiveres de tanga,-1
estiveres de trombas,-1
estiveres em baixo,-1
estiveres em baixo de forma,-1
estiveres em grande,1
estiveres em grande forma,1
estiveres em pedacos,-1
estiveres em pele e osso,-1
estiveres enterrado ate as orelhas,-1
estiveres feito ao bife,-1
estiveres feito barata tonta,-1
estiveres feito com,-1
estiveres fora de ti,-1
estiveres na lua,-1
estiveres na retranca,-1
estiveres nas maos de,-1
estiveres nas sete quintas,1
estiveres nas tintas,-1
estiveres no bom caminho,1
estiveres num beco sem saida,-1
estiveres pelos cabelos,-1
estiveres por um fio,-1
estiveres sempre a bater na mesma tecla,-1
estivermos a altura,1
estivermos a altura de,1
estivermos a anos luz de,-1
estivermos a beira do precipicio,-1
estivermos a deriva,-1
estivermos a dormir,-1
estivermos a dormir a sombra da bananeira,-1
estivermos a falar para as paredes,-1
estivermos a falar sozinho,-1
estivermos a jeito,-1
estivermos a nora,-1
estivermos a pensar na morte da bezerra,-1
estivermos a rasca,-1
estivermos a rasquinha,-1
estivermos a secar,-1
estivermos a sombra da bananeira,-1
estivermos ai para as curvas,1
estivermos ao deus dara,-1
estivermos armados em carapau de corrida,-1
estivermos as aranhas,-1
estivermos as cegas,-1
estivermos as turras com,-1
estivermos bem,1
estivermos com a cabeca na lua,-1
estivermos com a corda ao pescoco,-1
estivermos com a corda na garganta,-1
estivermos com a corda no pescoco,-1
estivermos com a lagrima no canto do olho,-1
estivermos com cara de caso,-1
estivermos com dor de corno,-1
estivermos com dor de cotovelo,-1
estivermos com macacos na cabeca,-1
estivermos com macacos no sotao,-1
estivermos com macaquinhos na cabeca,-1
estivermos com macaquinhos no sotao,-1
estivermos com o coracao nas maos,-1
estivermos com os azeites,-1
estivermos com os pes para a cova,-1
estivermos com um aperto no coracao,-1
estivermos de cabeca quente,-1
estivermos de maos a abanar,-1
estivermos de maos atadas,-1
estivermos de maos e pes atados,-1
estivermos de molho,-1
estivermos de olhos vendados,-1
estivermos de pes atados,-1
estivermos de saude,1
estivermos de tanga,-1
estivermos de trombas,-1
estivermos em baixo,-1
estivermos em baixo de forma,-1
estivermos em grande,1
estivermos em grande forma,1
estivermos em pedacos,-1
estivermos em pele e osso,-1
estivermos enterrados ate as orelhas,-1
estivermos feitos ao bife,-1
estivermos feitos baratas tontas,-1
estivermos feitos com,-1
estivermos fora de nos,-1
estivermos na lua,-1
estivermos na retranca,-1
estivermos nas maos de,-1
estivermos nas sete quintas,1
estivermos nas tintas,-1
estivermos no bom caminho,1
estivermos num beco sem saida,-1
estivermos pelos cabelos,-1
estivermos por um fio,-1
estivermos sempre a bater na mesma tecla,-1
estivesse a altura,1
estivesse a altura de,1
estivesse a anos luz de,-1
estivesse a beira do precipicio,-1
estivesse a deriva,-1
estivesse a dormir,-1
estivesse a dormir a sombra da bananeira,-1
estivesse a falar para as paredes,-1
estivesse a falar sozinho,-1
estivesse a jeito,-1
estivesse a nora,-1
estivesse a pensar na morte da bezerra,-1
estivesse a rasca,-1
estivesse a rasquinha,-1
estivesse a secar,-1
estivesse a sombra da bananeira,-1
estivesse ai para as curvas,1
estivesse ao deus dara,-1
estivesse armado em carapau de corrida,-1
estivesse as aranhas,-1
estivesse as cegas,-1
estivesse as turras com,-1
estivesse bem,1
estivesse com a cabeca na lua,-1
estivesse com a corda ao pescoco,-1
estivesse com a corda na garganta,-1
estivesse com a corda no pescoco,-1
estivesse com a lagrima no canto do olho,-1
estivesse com cara de caso,-1
estivesse com dor de corno,-1
estivesse com dor de cotovelo,-1
estivesse com macacos na cabeca,-1
estivesse com macacos no sotao,-1
estivesse com macaquinhos na cabeca,-1
estivesse com macaquinhos no sotao,-1
estivesse com o coracao nas maos,-1
estivesse com os azeites,-1
estivesse com os pes para a cova,-1
estivesse com um aperto no coracao,-1
estivesse de cabeca quente,-1
estivesse de maos a abanar,-1
estivesse de maos atadas,-1
estivesse de maos e pes atados,-1
estivesse de molho,-1
estivesse de olhos vendados,-1
estivesse de pes atados,-1
estivesse de saude,1
estivesse de tanga,-1
estivesse de trombas,-1
estivesse em baixo,-1
estivesse em baixo de forma,-1
estivesse em grande,1
estivesse em grande forma,1
estivesse em pedacos,-1
estivesse em pele e osso,-1
estivesse enterrado ate as orelhas,-1
estivesse feito ao bife,-1
estivesse feito barata tonta,-1
estivesse feito com,-1
estivesse fora de si,-1
estivesse na lua,-1
estivesse na retranca,-1
estivesse nas maos de,-1
estivesse nas sete quintas,1
estivesse nas tintas,-1
estivesse no bom caminho,1
estivesse num beco sem saida,-1
estivesse pelos cabelos,-1
estivesse por um fio,-1
estivesse sempre a bater na mesma tecla,-1
estivesseis a altura,1
estivesseis a altura de,1
estivesseis a anos luz de,-1
estivesseis a beira do precipicio,-1
estivesseis a deriva,-1
estivesseis a dormir,-1
estivesseis a dormir a sombra da bananeira,-1
estivesseis a falar para as paredes,-1
estivesseis a falar sozinho,-1
estivesseis a jeito,-1
estivesseis a nora,-1
estivesseis a pensar na morte da bezerra,-1
estivesseis a rasca,-1
estivesseis a rasquinha,-1
estivesseis a secar,-1
estivesseis a sombra da bananeira,-1
estivesseis ai para as curvas,1
estivesseis ao deus dara,-1
estivesseis armados em carapau de corrida,-1
estivesseis as aranhas,-1
estivesseis as cegas,-1
estivesseis as turras com,-1
estivesseis bem,1
estivesseis com a cabeca na lua,-1
estivesseis com a corda ao pescoco,-1
estivesseis com a corda na garganta,-1
estivesseis com a corda no pescoco,-1
estivesseis com a lagrima no canto do olho,-1
estivesseis com cara de caso,-1
estivesseis com dor de corno,-1
estivesseis com dor de cotovelo,-1
estivesseis com macacos na cabeca,-1
estivesseis com macacos no sotao,-1
estivesseis com macaquinhos na cabeca,-1
estivesseis com macaquinhos no sotao,-1
estivesseis com o coracao nas maos,-1
estivesseis com os azeites,-1
estivesseis com os pes para a cova,-1
estivesseis com um aperto no coracao,-1
estivesseis de cabeca quente,-1
estivesseis de maos a abanar,-1
estivesseis de maos atadas,-1
estivesseis de maos e pes atados,-1
estivesseis de molho,-1
estivesseis de olhos vendados,-1
estivesseis de pes atados,-1
estivesseis de saude,1
estivesseis de tanga,-1
estivesseis de trombas,-1
estivesseis em baixo,-1
estivesseis em baixo de forma,-1
estivesseis em grande,1
estivesseis em grande forma,1
estivesseis em pedacos,-1
estivesseis em pele e osso,-1
estivesseis enterrados ate as orelhas,-1
estivesseis feito ao bife,-1
estivesseis feitos baratas tontas,-1
estivesseis feitos com,-1
estivesseis fora de vos,-1
estivesseis na lua,-1
estivesseis na retranca,-1
estivesseis nas maos de,-1
estivesseis nas sete quintas,1
estivesseis nas tintas,-1
estivesseis no bom caminho,1
estivesseis num beco sem saida,-1
estivesseis pelos cabelos,-1
estivesseis por um fio,-1
estivesseis sempre a bater na mesma tecla,-1
estivessem a altura,1
estivessem a altura de,1
estivessem a anos luz de,-1
estivessem a beira do precipicio,-1
estivessem a deriva,-1
estivessem a dormir,-1
estivessem a dormir a sombra da bananeira,-1
estivessem a falar para as paredes,-1
estivessem a falar sozinho,-1
estivessem a jeito,-1
estivessem a nora,-1
estivessem a pensar na morte da bezerra,-1
estivessem a rasca,-1
estivessem a rasquinha,-1
estivessem a secar,-1
estivessem a sombra da bananeira,-1
estivessem ai para as curvas,1
estivessem ao deus dara,-1
estivessem armados em carapau de corrida,-1
estivessem as aranhas,-1
estivessem as cegas,-1
estivessem as turras com,-1
estivessem bem,1
estivessem com a cabeca na lua,-1
estivessem com a corda ao pescoco,-1
estivessem com a corda na garganta,-1
estivessem com a corda no pescoco,-1
estivessem com a lagrima no canto do olho,-1
estivessem com cara de caso,-1
estivessem com dor de corno,-1
estivessem com dor de cotovelo,-1
estivessem com macacos na cabeca,-1
estivessem com macacos no sotao,-1
estivessem com macaquinhos na cabeca,-1
estivessem com macaquinhos no sotao,-1
estivessem com o coracao nas maos,-1
estivessem com os azeites,-1
estivessem com os pes para a cova,-1
estivessem com um aperto no coracao,-1
estivessem de cabeca quente,-1
estivessem de maos a abanar,-1
estivessem de maos atadas,-1
estivessem de maos e pes atados,-1
estivessem de molho,-1
estivessem de olhos vendados,-1
estivessem de pes atados,-1
estivessem de saude,1
estivessem de tanga,-1
estivessem de trombas,-1
estivessem em baixo,-1
estivessem em baixo de forma,-1
estivessem em grande,1
estivessem em grande forma,1
estivessem em pedacos,-1
estivessem em pele e osso,-1
estivessem enterrados ate as orelhas,-1
estivessem feitos ao bife,-1
estivessem feitos baratas tontas,-1
estivessem feitos com,-1
estivessem fora de si,-1
estivessem na lua,-1
estivessem na retranca,-1
estivessem nas maos de,-1
estivessem nas sete quintas,1
estivessem nas tintas,-1
estivessem no bom caminho,1
estivessem num beco sem saida,-1
estivessem pelos cabelos,-1
estivessem por um fio,-1
estivessem sempre a bater na mesma tecla,-1
estivessemos a altura,1
estivessemos a altura de,1
estivessemos a anos luz de,-1
estivessemos a beira do precipicio,-1
estivessemos a deriva,-1
estivessemos a dormir,-1
estivessemos a dormir a sombra da bananeira,-1
estivessemos a falar para as paredes,-1
estivessemos a falar sozinho,-1
estivessemos a jeito,-1
estivessemos a nora,-1
estivessemos a pensar na morte da bezerra,-1
estivessemos a rasca,-1
estivessemos a rasquinha,-1
estivessemos a secar,-1
estivessemos a sombra da bananeira,-1
estivessemos ai para as curvas,1
estivessemos ao deus dara,-1
estivessemos armados em carapau de corrida,-1
estivessemos as aranhas,-1
estivessemos as cegas,-1
estivessemos as turras com,-1
estivessemos bem,1
estivessemos com a cabeca na lua,-1
estivessemos com a corda ao pescoco,-1
estivessemos com a corda na garganta,-1
estivessemos com a corda no pescoco,-1
estivessemos com a lagrima no canto do olho,-1
estivessemos com cara de caso,-1
estivessemos com dor de corno,-1
estivessemos com dor de cotovelo,-1
estivessemos com macacos na cabeca,-1
estivessemos com macacos no sotao,-1
estivessemos com macaquinhos na cabeca,-1
estivessemos com macaquinhos no sotao,-1
estivessemos com o coracao nas maos,-1
estivessemos com os azeites,-1
estivessemos com os pes para a cova,-1
estivessemos com um aperto no coracao,-1
estivessemos de cabeca quente,-1
estivessemos de maos a abanar,-1
estivessemos de maos atadas,-1
estivessemos de maos e pes atados,-1
estivessemos de molho,-1
estivessemos de olhos vendados,-1
estivessemos de pes atados,-1
estivessemos de saude,1
estivessemos de tanga,-1
estivessemos de trombas,-1
estivessemos em baixo,-1
estivessemos em baixo de forma,-1
estivessemos em grande,1
estivessemos em grande forma,1
estivessemos em pedacos,-1
estivessemos em pele e osso,-1
estivessemos enterrados ate as orelhas,-1
estivessemos feitos ao bife,-1
estivessemos feitos baratas tontas,-1
estivessemos feitos com,-1
estivessemos fora de nos,-1
estivessemos na lua,-1
estivessemos na retranca,-1
estivessemos nas maos de,-1
estivessemos nas sete quintas,1
estivessemos nas tintas,-1
estivessemos no bom caminho,1
estivessemos num beco sem saida,-1
estivessemos pelos cabelos,-1
estivessemos por um fio,-1
estivessemos sempre a bater na mesma tecla,-1
estivesses a altura,1
estivesses a altura de,1
estivesses a anos luz de,-1
estivesses a beira do precipicio,-1
estivesses a deriva,-1
estivesses a dormir,-1
estivesses a dormir a sombra da bananeira,-1
estivesses a falar para as paredes,-1
estivesses a falar sozinho,-1
estivesses a jeito,-1
estivesses a nora,-1
estivesses a pensar na morte da bezerra,-1
estivesses a rasca,-1
estivesses a rasquinha,-1
estivesses a secar,-1
estivesses a sombra da bananeira,-1
estivesses ai para as curvas,1
estivesses ao deus dara,-1
estivesses armado em carapau de corrida,-1
estivesses as aranhas,-1
estivesses as cegas,-1
estivesses as turras com,-1
estivesses bem,1
estivesses com a cabeca na lua,-1
estivesses com a corda ao pescoco,-1
estivesses com a corda na garganta,-1
estivesses com a corda no pescoco,-1
estivesses com a lagrima no canto do olho,-1
estivesses com cara de caso,-1
estivesses com dor de corno,-1
estivesses com dor de cotovelo,-1
estivesses com macacos na cabeca,-1
estivesses com macacos no sotao,-1
estivesses com macaquinhos na cabeca,-1
estivesses com macaquinhos no sotao,-1
estivesses com o coracao nas maos,-1
estivesses com os azeites,-1
estivesses com os pes para a cova,-1
estivesses com um aperto no coracao,-1
estivesses de cabeca quente,-1
estivesses de maos a abanar,-1
estivesses de maos atadas,-1
estivesses de maos e pes atados,-1
estivesses de molho,-1
estivesses de olhos vendados,-1
estivesses de pes atados,-1
estivesses de saude,1
estivesses de tanga,-1
estivesses de trombas,-1
estivesses em baixo,-1
estivesses em baixo de forma,-1
estivesses em grande,1
estivesses em grande forma,1
estivesses em pedacos,-1
estivesses em pele e osso,-1
estivesses enterrado ate as orelhas,-1
estivesses feito ao bife,-1
estivesses feito barata tonta,-1
estivesses feito com,-1
estivesses fora de ti,-1
estivesses na lua,-1
estivesses na retranca,-1
estivesses nas maos de,-1
